"coupleid","time","time7c","f_personid","f_reldis","f_wrkstrs","f_wrkstrsc","f_wrkstrsc_b","f_wrkstrsc_w","m_personid","m_reldis","m_wrkstrs","m_wrkstrsc","m_wrkstrsc_b","m_wrkstrsc_w"
1,14,0.5,1,3.99,0,-2.9904762,-0.323809533333333,-2.66666666666667,2,5.54,2,-0.9904762,-0.133333342857143,-0.857142857142857
1,15,0.642857142857143,1,3.24,1,-1.9904762,-0.323809533333333,-1.66666666666667,2,2.98,3,0.00952380000000019,-0.133333342857143,0.142857142857143
1,16,0.785714285714286,1,4.21,1,-1.9904762,-0.323809533333333,-1.66666666666667,2,4.56,2,-0.9904762,-0.133333342857143,-0.857142857142857
1,17,0.928571428571429,1,4.4,3,0.00952380000000019,-0.323809533333333,0.333333333333333,2,3.94,3,0.00952380000000019,-0.133333342857143,0.142857142857143
1,18,1.07142857142857,1,4.72,4,1.0095238,-0.323809533333333,1.33333333333333,2,3.09,3,0.00952380000000019,-0.133333342857143,0.142857142857143
1,19,1.21428571428571,1,4.75,4,1.0095238,-0.323809533333333,1.33333333333333,2,5.71,3,0.00952380000000019,-0.133333342857143,0.142857142857143
1,20,1.35714285714286,1,5.46,5,2.0095238,-0.323809533333333,2.33333333333333,2,5.85,2,-0.9904762,-0.133333342857143,-0.857142857142857
2,0,-1.5,3,4.57,5,2.0095238,0.295238085714286,1.71428571428571,4,8.98,1,-1.9904762,-0.323809533333333,-1.66666666666667
2,1,-1.35714285714286,3,3.72,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,7.47,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,2,-1.21428571428571,3,3.41,4,1.0095238,0.295238085714286,0.714285714285714,4,7.42,2,-0.9904762,-0.323809533333333,-0.666666666666667
2,3,-1.07142857142857,3,4.21,4,1.0095238,0.295238085714286,0.714285714285714,4,7.39,4,1.0095238,-0.323809533333333,1.33333333333333
2,4,-0.928571428571429,3,5.43,4,1.0095238,0.295238085714286,0.714285714285714,4,7.96,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,5,-0.785714285714286,3,3.31,4,1.0095238,0.295238085714286,0.714285714285714,4,9.4,1,-1.9904762,-0.323809533333333,-1.66666666666667
2,6,-0.642857142857143,3,4.74,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,8.47,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,7,-0.5,3,5.5,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,8.09,2,-0.9904762,-0.323809533333333,-0.666666666666667
2,8,-0.357142857142857,3,4.53,4,1.0095238,0.295238085714286,0.714285714285714,4,7.39,0,-2.9904762,-0.323809533333333,-2.66666666666667
2,9,-0.214285714285714,3,4.49,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,6.76,4,1.0095238,-0.323809533333333,1.33333333333333
2,10,-0.0714285714285714,3,3.33,2,-0.9904762,0.295238085714286,-1.28571428571429,4,7.38,1,-1.9904762,-0.323809533333333,-1.66666666666667
2,11,0.0714285714285714,3,3.86,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,7.89,2,-0.9904762,-0.323809533333333,-0.666666666666667
2,12,0.214285714285714,3,3.26,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,8.8,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,13,0.357142857142857,3,4.73,2,-0.9904762,0.295238085714286,-1.28571428571429,4,8.77,2,-0.9904762,-0.323809533333333,-0.666666666666667
2,14,0.5,3,5.26,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,7.81,4,1.0095238,-0.323809533333333,1.33333333333333
2,15,0.642857142857143,3,4.33,2,-0.9904762,0.295238085714286,-1.28571428571429,4,7.1,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,16,0.785714285714286,3,3.56,4,1.0095238,0.295238085714286,0.714285714285714,4,8.23,4,1.0095238,-0.323809533333333,1.33333333333333
2,17,0.928571428571429,3,5.62,4,1.0095238,0.295238085714286,0.714285714285714,4,7.49,4,1.0095238,-0.323809533333333,1.33333333333333
2,18,1.07142857142857,3,4.34,4,1.0095238,0.295238085714286,0.714285714285714,4,5.7,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,19,1.21428571428571,3,4.64,2,-0.9904762,0.295238085714286,-1.28571428571429,4,7.6,3,0.00952380000000019,-0.323809533333333,0.333333333333333
2,20,1.35714285714286,3,3.85,3,0.00952380000000019,0.295238085714286,-0.285714285714286,4,8.92,4,1.0095238,-0.323809533333333,1.33333333333333
3,0,-1.5,5,3.08,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,4.52,2,-0.9904762,0.438095228571429,-1.42857142857143
3,1,-1.35714285714286,5,3.96,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,5.75,4,1.0095238,0.438095228571429,0.571428571428571
3,2,-1.21428571428571,5,3.95,1,-1.9904762,-0.371428580952381,-1.61904761904762,6,5.27,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,3,-1.07142857142857,5,3.12,4,1.0095238,-0.371428580952381,1.38095238095238,6,5.81,4,1.0095238,0.438095228571429,0.571428571428571
3,4,-0.928571428571429,5,4.37,2,-0.9904762,-0.371428580952381,-0.619047619047619,6,6.22,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,5,-0.785714285714286,5,3.44,2,-0.9904762,-0.371428580952381,-0.619047619047619,6,5.66,2,-0.9904762,0.438095228571429,-1.42857142857143
3,6,-0.642857142857143,5,5.75,4,1.0095238,-0.371428580952381,1.38095238095238,6,8.1,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,7,-0.5,5,4.58,4,1.0095238,-0.371428580952381,1.38095238095238,6,6.15,4,1.0095238,0.438095228571429,0.571428571428571
3,8,-0.357142857142857,5,3.27,2,-0.9904762,-0.371428580952381,-0.619047619047619,6,6.02,4,1.0095238,0.438095228571429,0.571428571428571
3,9,-0.214285714285714,5,6.75,4,1.0095238,-0.371428580952381,1.38095238095238,6,6.18,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,10,-0.0714285714285714,5,3.57,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,6.72,4,1.0095238,0.438095228571429,0.571428571428571
3,11,0.0714285714285714,5,3.33,2,-0.9904762,-0.371428580952381,-0.619047619047619,6,7.4,2,-0.9904762,0.438095228571429,-1.42857142857143
3,12,0.214285714285714,5,5.05,1,-1.9904762,-0.371428580952381,-1.61904761904762,6,5.86,5,2.0095238,0.438095228571429,1.57142857142857
3,13,0.357142857142857,5,5.11,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,6.84,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,14,0.5,5,2.7,2,-0.9904762,-0.371428580952381,-0.619047619047619,6,6.38,2,-0.9904762,0.438095228571429,-1.42857142857143
3,15,0.642857142857143,5,3.49,1,-1.9904762,-0.371428580952381,-1.61904761904762,6,6.41,5,2.0095238,0.438095228571429,1.57142857142857
3,16,0.785714285714286,5,5.04,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,6.17,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,17,0.928571428571429,5,5.57,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,5.67,5,2.0095238,0.438095228571429,1.57142857142857
3,18,1.07142857142857,5,3.53,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,6.21,3,0.00952380000000019,0.438095228571429,-0.428571428571429
3,19,1.21428571428571,5,4.34,2,-0.9904762,-0.371428580952381,-0.619047619047619,6,6.33,5,2.0095238,0.438095228571429,1.57142857142857
3,20,1.35714285714286,5,4.02,3,0.00952380000000019,-0.371428580952381,0.380952380952381,6,6.26,3,0.00952380000000019,0.438095228571429,-0.428571428571429
4,0,-1.5,7,4.7,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,5.99,4,1.0095238,-0.0380952476190474,1.04761904761905
4,1,-1.35714285714286,7,3.85,1,-1.9904762,-0.371428580952381,-1.61904761904762,8,3.83,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,2,-1.21428571428571,7,5.93,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,4.62,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,3,-1.07142857142857,7,3.74,1,-1.9904762,-0.371428580952381,-1.61904761904762,8,4.73,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,4,-0.928571428571429,7,2.77,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,4.3,5,2.0095238,-0.0380952476190474,2.04761904761905
4,5,-0.785714285714286,7,5.46,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,4.66,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,6,-0.642857142857143,7,4.39,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,4.85,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,7,-0.5,7,6.62,5,2.0095238,-0.371428580952381,2.38095238095238,8,4.37,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,8,-0.357142857142857,7,5,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,4.49,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,9,-0.214285714285714,7,4.01,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,5.9,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,10,-0.0714285714285714,7,4.93,4,1.0095238,-0.371428580952381,1.38095238095238,8,5.58,4,1.0095238,-0.0380952476190474,1.04761904761905
4,11,0.0714285714285714,7,6.44,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,3.24,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,12,0.214285714285714,7,4.71,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,5.14,4,1.0095238,-0.0380952476190474,1.04761904761905
4,13,0.357142857142857,7,5.34,4,1.0095238,-0.371428580952381,1.38095238095238,8,5.51,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,14,0.5,7,5.3,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,4.81,4,1.0095238,-0.0380952476190474,1.04761904761905
4,15,0.642857142857143,7,6.02,4,1.0095238,-0.371428580952381,1.38095238095238,8,4.87,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,16,0.785714285714286,7,2.51,1,-1.9904762,-0.371428580952381,-1.61904761904762,8,3.48,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
4,17,0.928571428571429,7,7.41,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,4.51,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,18,1.07142857142857,7,3.24,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,5.53,2,-0.9904762,-0.0380952476190474,-0.952380952380952
4,19,1.21428571428571,7,5.41,3,0.00952380000000019,-0.371428580952381,0.380952380952381,8,4.77,1,-1.9904762,-0.0380952476190474,-1.95238095238095
4,20,1.35714285714286,7,5.52,2,-0.9904762,-0.371428580952381,-0.619047619047619,8,4.57,5,2.0095238,-0.0380952476190474,2.04761904761905
5,0,-1.5,9,5.25,4,1.0095238,-0.0380952476190474,1.04761904761905,10,5.87,2,-0.9904762,0.0571428476190478,-1.04761904761905
5,1,-1.35714285714286,9,5.58,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,5.08,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,2,-1.21428571428571,9,5.96,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,5.75,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,3,-1.07142857142857,9,6.38,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,4.63,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,4,-0.928571428571429,9,6.33,2,-0.9904762,-0.0380952476190474,-0.952380952380952,10,6.11,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,5,-0.785714285714286,9,4.54,1,-1.9904762,-0.0380952476190474,-1.95238095238095,10,5.98,4,1.0095238,0.0571428476190478,0.952380952380952
5,6,-0.642857142857143,9,5,1,-1.9904762,-0.0380952476190474,-1.95238095238095,10,6.1,1,-1.9904762,0.0571428476190478,-2.04761904761905
5,7,-0.5,9,6.54,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,5.37,1,-1.9904762,0.0571428476190478,-2.04761904761905
5,8,-0.357142857142857,9,4,5,2.0095238,-0.0380952476190474,2.04761904761905,10,6.13,4,1.0095238,0.0571428476190478,0.952380952380952
5,9,-0.214285714285714,9,4.7,4,1.0095238,-0.0380952476190474,1.04761904761905,10,8.09,4,1.0095238,0.0571428476190478,0.952380952380952
5,10,-0.0714285714285714,9,6.57,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,7.11,4,1.0095238,0.0571428476190478,0.952380952380952
5,11,0.0714285714285714,9,6.21,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,5.83,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,12,0.214285714285714,9,5.07,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,6.08,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,13,0.357142857142857,9,6.25,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,6.89,4,1.0095238,0.0571428476190478,0.952380952380952
5,14,0.5,9,5.62,4,1.0095238,-0.0380952476190474,1.04761904761905,10,5.3,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,15,0.642857142857143,9,4.92,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,4.84,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,16,0.785714285714286,9,4.08,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,5.63,4,1.0095238,0.0571428476190478,0.952380952380952
5,17,0.928571428571429,9,5.8,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,6.97,3,0.00952380000000019,0.0571428476190478,-0.0476190476190476
5,18,1.07142857142857,9,5,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,5.23,1,-1.9904762,0.0571428476190478,-2.04761904761905
5,19,1.21428571428571,9,7.04,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,10,7.49,4,1.0095238,0.0571428476190478,0.952380952380952
5,20,1.35714285714286,9,5.43,2,-0.9904762,-0.0380952476190474,-0.952380952380952,10,6.94,4,1.0095238,0.0571428476190478,0.952380952380952
6,0,-1.5,11,4.04,2,-0.9904762,0.247619038095238,-1.23809523809524,12,2.17,4,1.0095238,-0.0380952476190474,1.04761904761905
6,1,-1.35714285714286,11,4.51,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,3.34,5,2.0095238,-0.0380952476190474,2.04761904761905
6,2,-1.21428571428571,11,3.72,4,1.0095238,0.247619038095238,0.761904761904762,12,4.61,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,3,-1.07142857142857,11,4.57,4,1.0095238,0.247619038095238,0.761904761904762,12,2.84,4,1.0095238,-0.0380952476190474,1.04761904761905
6,4,-0.928571428571429,11,5.21,2,-0.9904762,0.247619038095238,-1.23809523809524,12,2.23,2,-0.9904762,-0.0380952476190474,-0.952380952380952
6,5,-0.785714285714286,11,2.93,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,2.91,2,-0.9904762,-0.0380952476190474,-0.952380952380952
6,6,-0.642857142857143,11,4.23,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,2.3,2,-0.9904762,-0.0380952476190474,-0.952380952380952
6,7,-0.5,11,3.74,5,2.0095238,0.247619038095238,1.76190476190476,12,4.48,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,8,-0.357142857142857,11,2.97,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,3.07,4,1.0095238,-0.0380952476190474,1.04761904761905
6,9,-0.214285714285714,11,3.63,2,-0.9904762,0.247619038095238,-1.23809523809524,12,3.79,4,1.0095238,-0.0380952476190474,1.04761904761905
6,10,-0.0714285714285714,11,3.58,4,1.0095238,0.247619038095238,0.761904761904762,12,3.69,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,11,0.0714285714285714,11,5.27,4,1.0095238,0.247619038095238,0.761904761904762,12,3.98,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,12,0.214285714285714,11,5.51,2,-0.9904762,0.247619038095238,-1.23809523809524,12,3.7,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,13,0.357142857142857,11,3.67,4,1.0095238,0.247619038095238,0.761904761904762,12,3.15,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,14,0.5,11,3.94,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,3.12,2,-0.9904762,-0.0380952476190474,-0.952380952380952
6,15,0.642857142857143,11,4.77,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,2.86,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476
6,16,0.785714285714286,11,5.23,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,2.85,1,-1.9904762,-0.0380952476190474,-1.95238095238095
6,17,0.928571428571429,11,3.52,4,1.0095238,0.247619038095238,0.761904761904762,12,3.34,2,-0.9904762,-0.0380952476190474,-0.952380952380952
6,18,1.07142857142857,11,4.01,3,0.00952380000000019,0.247619038095238,-0.238095238095238,12,4.37,5,2.0095238,-0.0380952476190474,2.04761904761905
6,19,1.21428571428571,11,5.93,5,2.0095238,0.247619038095238,1.76190476190476,12,3.45,2,-0.9904762,-0.0380952476190474,-0.952380952380952
6,20,1.35714285714286,11,4.08,2,-0.9904762,0.247619038095238,-1.23809523809524,12,3.81,2,-0.9904762,-0.0380952476190474,-0.952380952380952
7,0,-1.5,13,4.38,2,-0.9904762,-0.085714295238095,-0.904761904761905,14,6.78,4,1.0095238,-0.085714295238095,1.0952380952381
7,1,-1.35714285714286,13,4.44,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,5.7,4,1.0095238,-0.085714295238095,1.0952380952381
7,2,-1.21428571428571,13,5.63,5,2.0095238,-0.085714295238095,2.0952380952381,14,5.51,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,3,-1.07142857142857,13,5.28,2,-0.9904762,-0.085714295238095,-0.904761904761905,14,5.74,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,4,-0.928571428571429,13,4.32,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,4.86,4,1.0095238,-0.085714295238095,1.0952380952381
7,5,-0.785714285714286,13,6.12,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,6.3,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,6,-0.642857142857143,13,3.89,2,-0.9904762,-0.085714295238095,-0.904761904761905,14,5.55,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,7,-0.5,13,5.59,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,5.77,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,8,-0.357142857142857,13,6.27,4,1.0095238,-0.085714295238095,1.0952380952381,14,5.6,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,9,-0.214285714285714,13,4.17,1,-1.9904762,-0.085714295238095,-1.9047619047619,14,3.47,4,1.0095238,-0.085714295238095,1.0952380952381
7,10,-0.0714285714285714,13,5.3,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,6.49,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,11,0.0714285714285714,13,3.14,5,2.0095238,-0.085714295238095,2.0952380952381,14,7.13,2,-0.9904762,-0.085714295238095,-0.904761904761905
7,12,0.214285714285714,13,3.68,4,1.0095238,-0.085714295238095,1.0952380952381,14,4.52,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,13,0.357142857142857,13,6.46,4,1.0095238,-0.085714295238095,1.0952380952381,14,5.9,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,14,0.5,13,4.45,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,5.68,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,15,0.642857142857143,13,5.9,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,5.86,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,16,0.785714285714286,13,3.38,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,7.43,1,-1.9904762,-0.085714295238095,-1.9047619047619
7,17,0.928571428571429,13,4.49,3,0.00952380000000019,-0.085714295238095,0.0952380952380952,14,5.45,5,2.0095238,-0.085714295238095,2.0952380952381
7,18,1.07142857142857,13,6.08,2,-0.9904762,-0.085714295238095,-0.904761904761905,14,7.02,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,19,1.21428571428571,13,5.91,2,-0.9904762,-0.085714295238095,-0.904761904761905,14,6.01,3,0.00952380000000019,-0.085714295238095,0.0952380952380952
7,20,1.35714285714286,13,6.97,1,-1.9904762,-0.085714295238095,-1.9047619047619,14,5.46,4,1.0095238,-0.085714295238095,1.0952380952381
8,0,-1.5,15,9.79,2,-0.9904762,-0.0380952476190474,-0.952380952380952,16,7.67,2,-0.9904762,0.00952380000000019,-1
8,1,-1.35714285714286,15,7.04,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,16,5.29,4,1.0095238,0.00952380000000019,1
8,2,-1.21428571428571,15,4.34,4,1.0095238,-0.0380952476190474,1.04761904761905,16,6.3,3,0.00952380000000019,0.00952380000000019,0
8,3,-1.07142857142857,15,8.17,2,-0.9904762,-0.0380952476190474,-0.952380952380952,16,7.76,2,-0.9904762,0.00952380000000019,-1
8,4,-0.928571428571429,15,8.35,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,16,7.32,3,0.00952380000000019,0.00952380000000019,0
8,5,-0.785714285714286,15,6.59,1,-1.9904762,-0.0380952476190474,-1.95238095238095,16,7.85,3,0.00952380000000019,0.00952380000000019,0
8,6,-0.642857142857143,15,4.84,2,-0.9904762,-0.0380952476190474,-0.952380952380952,16,5.78,3,0.00952380000000019,0.00952380000000019,0
8,7,-0.5,15,4.41,1,-1.9904762,-0.0380952476190474,-1.95238095238095,16,7,4,1.0095238,0.00952380000000019,1
8,8,-0.357142857142857,15,7.07,5,2.0095238,-0.0380952476190474,2.04761904761905,16,6.09,3,0.00952380000000019,0.00952380000000019,0
8,9,-0.214285714285714,15,6.77,5,2.0095238,-0.0380952476190474,2.04761904761905,16,6.92,2,-0.9904762,0.00952380000000019,-1
8,10,-0.0714285714285714,15,5.19,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,16,6.33,2,-0.9904762,0.00952380000000019,-1
8,11,0.0714285714285714,15,8.06,4,1.0095238,-0.0380952476190474,1.04761904761905,16,6.18,2,-0.9904762,0.00952380000000019,-1
8,12,0.214285714285714,15,6.03,4,1.0095238,-0.0380952476190474,1.04761904761905,16,5.18,3,0.00952380000000019,0.00952380000000019,0
8,13,0.357142857142857,15,5.74,2,-0.9904762,-0.0380952476190474,-0.952380952380952,16,5.86,2,-0.9904762,0.00952380000000019,-1
8,14,0.5,15,5.79,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,16,6.78,5,2.0095238,0.00952380000000019,2
8,15,0.642857142857143,15,7.43,4,1.0095238,-0.0380952476190474,1.04761904761905,16,6.3,5,2.0095238,0.00952380000000019,2
8,16,0.785714285714286,15,7.06,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,16,6.46,2,-0.9904762,0.00952380000000019,-1
8,17,0.928571428571429,15,7.31,1,-1.9904762,-0.0380952476190474,-1.95238095238095,16,7.14,3,0.00952380000000019,0.00952380000000019,0
8,18,1.07142857142857,15,6.8,5,2.0095238,-0.0380952476190474,2.04761904761905,16,5.95,3,0.00952380000000019,0.00952380000000019,0
8,19,1.21428571428571,15,6.73,2,-0.9904762,-0.0380952476190474,-0.952380952380952,16,7.57,3,0.00952380000000019,0.00952380000000019,0
8,20,1.35714285714286,15,7.39,3,0.00952380000000019,-0.0380952476190474,0.0476190476190476,16,5.3,4,1.0095238,0.00952380000000019,1
9,0,-1.5,17,3.24,2,-0.9904762,0.152380942857143,-1.14285714285714,18,3.66,4,1.0095238,-0.228571438095238,1.23809523809524
9,1,-1.35714285714286,17,5.28,3,0.00952380000000019,0.152380942857143,-0.142857142857143,18,5.27,2,-0.9904762,-0.228571438095238,-0.761904761904762
9,2,-1.21428571428571,17,4.67,4,1.0095238,0.152380942857143,0.857142857142857,18,4.1,3,0.00952380000000019,-0.228571438095238,0.238095238095238
9,3,-1.07142857142857,17,5.59,5,2.0095238,0.152380942857143,1.85714285714286,18,6.26,3,0.00952380000000019,-0.228571438095238,0.238095238095238
9,4,-0.928571428571429,17,2.85,1,-1.9904762,0.152380942857143,-2.14285714285714,18,3.45,3,0.00952380000000019,-0.228571438095238,0.238095238095238
9,5,-0.785714285714286,17,5.87,4,1.0095238,0.152380942857143,0.857142857142857,18,4.66,1,-1.9904762,-0.228571438095238,-1.76190476190476
9,6,-0.642857142857143,17,3.66,3,0.00952380000000019,0.152380942857143,-0.142857142857143,18,4.1,1,-1.9904762,-0.228571438095238,-1.76190476190476
9,7,-0.5,17,4.15,3,0.00952380000000019,0.152380942857143,-0.142857142857143,18,3.8,3,0.00952380000000019,-0.228571438095238,0.238095238095238
9,8,-0.357142857142857,17,4.27,3,0.00952380000000019,0.152380942857143,-0.142857142857143,18,3.94,2,-0.9904762,-0.228571438095238,-0.761904761904762
